productId,productName,category,manufacturer,price,unit,minOrderQty,stockQty,leadTimeDays,warehouseLocation,weight,dimensions,restrictedStates,applicableProjectTypes,certifications,ecoFriendly,recyclable,sustainableSource,warrantyYears,fireRating,installationDifficulty,description
P1181,I-Beam,Steel,ProBuild,222.94,ft,50,3951,21,LA,25.34,136.9x11.1x14.7,NV;TN;GA,Renovation;New Construction;Infrastructure;Residential,,No,Yes,No,0,Class A,Professional Required,ProBuild I-Beam - Premium quality steel product for construction projects.
P1182,PEX Tubing,Plumbing,ProBuild,166.66,ea,50,1148,25,AZ,62.13,149.1x29.7x35.2,,Infrastructure;Renovation;Residential,,No,No,No,0,Class C,Complex,ProBuild PEX Tubing - Premium quality plumbing product for construction projects.
P1183,Picture Window,Windows,PremiumPro,506.33,box,1,4806,30,GA,100.59,19.9x5x15.2,MO;NV,Commercial,,Yes,Yes,No,2,Class A,Professional Required,PremiumPro Picture Window - Premium quality windows product for construction projects.
P1184,Sink,Fixtures,BuildCo,236.56,sqft,1,514,30,TN,200.89,44.5x11.9x45.8,OR;LA,Commercial;Infrastructure;Industrial,,No,No,Yes,0,Class A,Complex,BuildCo Sink - Premium quality fixtures product for construction projects.
P1185,Grout Mix,Concrete,PremiumPro,105.44,box,25,3114,14,VT,129.83,65.2x34x33,VT;AL,Industrial;Renovation;New Construction,Green Guard,No,No,Yes,5,,Easy,PremiumPro Grout Mix - Premium quality concrete product for construction projects.
P1186,Toilet,Fixtures,TrustedBrand,221.98,sqft,100,4171,17,GA,38.04,26.6x20.9x19.3,CT;OR;MS;IN,Industrial;New Construction;Residential;Infrastructure,Green Guard;CE Marked,No,Yes,No,2,Class C,Complex,TrustedBrand Toilet - Premium quality fixtures product for construction projects.
P1187,Carpet Tile,Flooring,ConstructMax,37.69,ea,1,3254,5,MN,57.06,94.6x48.6x6.8,,Infrastructure;Renovation,FSC Certified;UL Listed,No,No,Yes,0,Class C,Complex,ConstructMax Carpet Tile - Premium quality flooring product for construction projects.
P1188,Precast Panel,Concrete,TrustedBrand,73.11,ft,100,1231,28,IN,69.13,130.7x15.7x4.3,MN,Commercial;New Construction,,No,Yes,No,1,Class B,Complex,TrustedBrand Precast Panel - Premium quality concrete product for construction projects.
P1189,Steel Beam,Steel,ProBuild,57.68,ft,10,787,13,WA,59.1,93x16.7x49.9,CO;IL;NC;DE,Residential;Commercial;New Construction,ISO 9001,No,Yes,No,0,Class C,Moderate,ProBuild Steel Beam - Premium quality steel product for construction projects.
P1190,Fiberglass Batt,Insulation,QualityMaterials,276.93,sqft,100,1337,8,NH,40.74,82.8x47.4x38.8,SC,New Construction;Infrastructure;Commercial,ASTM Compliant,No,No,Yes,5,Class A,Complex,QualityMaterials Fiberglass Batt - Premium quality insulation product for construction projects.
P1191,2x6,Lumber,IndustryLeader,52.92,ea,1,713,26,VT,138.81,98.1x5x33.3,OH,New Construction;Commercial;Renovation;Residential,CE Marked;LEED Certified,No,No,Yes,5,Class B,Professional Required,IndustryLeader 2x6 - Premium quality lumber product for construction projects.
P1192,Thermostat,HVAC,PremiumPro,1754.21,sqft,50,3232,20,WA,32.9,93.1x26.2x20.8,,Residential;Industrial;Renovation;New Construction,Energy Star;Green Guard,No,Yes,Yes,25,,Professional Required,PremiumPro Thermostat - Premium quality hvac product for construction projects.
P1193,Spray Foam,Insulation,BuildCo,31.83,ft,10,4786,25,OR,176.82,24.3x19.7x33.4,WY,New Construction;Residential,,No,No,Yes,2,Class A,Complex,BuildCo Spray Foam - Premium quality insulation product for construction projects.
P1194,Garage Door,Doors,EcoConstruct,799.66,ft,10,2343,15,MO,68.78,151.9x5.2x31,HI;WI;IA;MI,New Construction;Commercial,Green Guard;CE Marked,Yes,Yes,Yes,5,Class B,Complex,EcoConstruct Garage Door - Premium quality doors product for construction projects.
P1195,Fire Door,Doors,TrustedBrand,839.39,ft,100,624,21,IA,87.02,28.7x33.1x41.9,ND;KS;CO;MS,Industrial;New Construction;Commercial,,No,Yes,No,1,Class A,Complex,TrustedBrand Fire Door - Premium quality doors product for construction projects.
P1196,Metal Roofing,Roofing,MegaSupply,192.09,box,1,4046,10,WA,43.35,147x36.7x36.2,NV;ID,Industrial;Infrastructure,CE Marked;ISO 9001,No,No,No,5,Class A,Moderate,MegaSupply Metal Roofing - Premium quality roofing product for construction projects.
P1197,Rebar,Steel,ValueBuilders,547.96,box,1,1944,4,ID,89.7,59.2x12.8x4.5,SC,Infrastructure,Green Guard;FSC Certified,No,No,Yes,2,Class B,Easy,ValueBuilders Rebar - Premium quality steel product for construction projects.
P1198,Epoxy Coating,Paint,IndustryLeader,94.68,bundle,25,3824,26,PA,124.83,91.7x27.4x49.9,MD;FL;NM,Industrial;New Construction;Infrastructure;Commercial,CE Marked;Green Guard,No,No,Yes,25,Class B,Moderate,IndustryLeader Epoxy Coating - Premium quality paint product for construction projects.
P1199,Hinges,Hardware,TrustedBrand,53.15,box,1,4816,10,DE,73.58,98.3x47.1x5.6,,Commercial,CE Marked,No,No,No,0,Class A,Moderate,TrustedBrand Hinges - Premium quality hardware product for construction projects.
P1200,Hammer,Tools,EcoConstruct,132.66,bundle,50,3312,20,NJ,138.59,21.4x9.2x37.5,MD;CT;WV;RI,Commercial;Residential,,No,No,Yes,5,,Professional Required,EcoConstruct Hammer - Premium quality tools product for construction projects.
P1201,OSB Board,Lumber,ProBuild,50.35,bundle,1,1929,24,NV,37.64,75.3x39.7x29.3,LA,Industrial;New Construction;Commercial,ASTM Compliant;FSC Certified,No,No,Yes,10,Class C,Moderate,ProBuild OSB Board - Premium quality lumber product for construction projects.
P1202,Sliding Door,Doors,ProBuild,403.26,bundle,50,147,29,OH,60.86,72.5x25.6x46.4,,Residential;Industrial;New Construction,,No,Yes,Yes,2,,Complex,ProBuild Sliding Door - Premium quality doors product for construction projects.
P1203,Level,Tools,ConstructMax,193.49,box,10,2766,2,KS,97.67,14.9x15.7x33.5,CO;MO;CA,Infrastructure;New Construction,CE Marked;ASTM Compliant,No,No,No,1,Class C,Professional Required,ConstructMax Level - Premium quality tools product for construction projects.
P1204,PVC Pipe,Plumbing,ConstructMax,161.15,box,10,3930,30,MI,53.84,107.3x7.6x46.8,AZ;MD,Commercial;Industrial;Residential;Infrastructure,FSC Certified,No,No,Yes,1,Class C,Moderate,ConstructMax PVC Pipe - Premium quality plumbing product for construction projects.
P1205,Hammer,Tools,TrustedBrand,129.22,box,10,3682,15,MN,89.03,153.8x13.3x44.5,TN;MA;VA;AL,Industrial;Commercial,ASTM Compliant;ISO 9001,No,No,Yes,10,,Moderate,TrustedBrand Hammer - Premium quality tools product for construction projects.
P1206,Picture Window,Windows,MegaSupply,414.67,ea,25,2094,13,MD,162.53,93x15.6x15,,Commercial;Infrastructure;Residential,Energy Star,No,No,Yes,1,Class B,Professional Required,MegaSupply Picture Window - Premium quality windows product for construction projects.
P1207,2x8,Lumber,IndustryLeader,53.9,bundle,50,902,13,WV,141.54,62.2x50.9x38.1,MI;CO,Industrial;Renovation,,No,No,No,25,,Moderate,IndustryLeader 2x8 - Premium quality lumber product for construction projects.
P1208,Cellulose,Insulation,ConstructMax,136.98,ft,25,4858,12,HI,12.58,53.3x38.1x14.7,MN;IA;SC;PA,Commercial;Renovation,ISO 9001,No,No,No,1,,Professional Required,ConstructMax Cellulose - Premium quality insulation product for construction projects.
P1209,Treated Pine,Lumber,ConstructMax,11.99,sqft,25,1803,13,OK,163.49,120.5x20.1x30.5,WV;WI;HI,Infrastructure;Commercial,LEED Certified;CE Marked,No,No,No,2,,Professional Required,ConstructMax Treated Pine - Premium quality lumber product for construction projects.
P1210,Epoxy Coating,Paint,ConstructMax,95.08,ft,50,1019,8,TX,96.14,71.1x35.1x40.6,WY,New Construction;Industrial;Renovation,Energy Star;LEED Certified,No,Yes,No,5,,Complex,ConstructMax Epoxy Coating - Premium quality paint product for construction projects.
P1211,Sliding Door,Doors,MegaSupply,759.23,ea,1,3069,7,AK,13.3,138.3x18.1x21.6,AR;NJ;MO,Industrial;Infrastructure;New Construction;Commercial,ASTM Compliant,Yes,No,Yes,1,,Complex,MegaSupply Sliding Door - Premium quality doors product for construction projects.
P1212,Precast Panel,Concrete,ConstructMax,53.38,box,25,959,15,OH,180.55,116.2x39.6x50.6,,New Construction;Infrastructure;Residential,ISO 9001;UL Listed,No,Yes,No,10,Class B,Easy,ConstructMax Precast Panel - Premium quality concrete product for construction projects.
P1213,Entry Door,Doors,TrustedBrand,785.27,box,10,3591,17,AL,137.18,87.7x24.6x18.6,,Commercial;Residential,,No,No,No,2,,Easy,TrustedBrand Entry Door - Premium quality doors product for construction projects.
P1214,Junction Box,Electrical,QualityMaterials,46.09,ea,50,1520,14,VA,89.6,59.3x24.3x18.8,SD;WA;AR;KS,Commercial;New Construction;Residential,FSC Certified,No,Yes,Yes,0,Class A,Complex,QualityMaterials Junction Box - Premium quality electrical product for construction projects.
P1215,Valve,Plumbing,IndustryLeader,230.11,box,10,1618,20,KS,63.55,133.6x45.9x38.9,,Renovation;Infrastructure;New Construction,Energy Star,No,No,No,10,,Moderate,IndustryLeader Valve - Premium quality plumbing product for construction projects.
P1216,Joint Compound,Drywall,QualityMaterials,127.33,bundle,50,1649,3,AZ,88.98,21.5x51x4.7,,Commercial;Renovation;Infrastructure,CE Marked,Yes,No,Yes,10,Class A,Complex,QualityMaterials Joint Compound - Premium quality drywall product for construction projects.
P1217,Fiberglass Batt,Insulation,MegaSupply,67.66,sqft,10,1313,11,MD,35.09,92.7x42.5x12.9,,Commercial;Infrastructure,Energy Star,Yes,Yes,No,0,Class C,Complex,MegaSupply Fiberglass Batt - Premium quality insulation product for construction projects.
P1218,Toilet,Fixtures,EcoConstruct,280.37,ea,25,3652,8,ND,33.2,108.1x41.9x18.7,WY;CT;LA,Residential;Infrastructure;Industrial,UL Listed;ISO 9001,No,No,No,10,Class B,Professional Required,EcoConstruct Toilet - Premium quality fixtures product for construction projects.
P1219,Toilet,Fixtures,MegaSupply,207.26,ft,50,4757,23,FL,134.51,65.2x19.3x5.3,NC;IA;NY,Residential;New Construction;Infrastructure,,No,No,Yes,0,Class A,Professional Required,MegaSupply Toilet - Premium quality fixtures product for construction projects.
P1220,Junction Box,Electrical,ValueBuilders,272.01,bundle,25,150,26,UT,192.52,71.8x16.9x43.4,MO,Residential;Industrial;Infrastructure,,No,No,Yes,25,Class A,Complex,ValueBuilders Junction Box - Premium quality electrical product for construction projects.
P1221,2x8,Lumber,PremiumPro,36.63,box,25,1817,22,LA,147.56,109.4x24.6x34.9,IA;IL,Infrastructure;Renovation,FSC Certified,No,Yes,No,1,,Complex,PremiumPro 2x8 - Premium quality lumber product for construction projects.
P1222,Nail Gun,Tools,ProBuild,293.81,ea,100,996,9,OR,48.37,82.9x43.5x14.5,IA;TX;HI;MS,New Construction;Infrastructure,,Yes,Yes,No,2,Class A,Complex,ProBuild Nail Gun - Premium quality tools product for construction projects.
P1223,PVC Pipe,Plumbing,TrustedBrand,129.95,ea,10,1389,11,NC,1.16,142.7x36.4x18.4,NY;HI,New Construction;Residential;Infrastructure,ISO 9001,No,Yes,No,1,,Easy,TrustedBrand PVC Pipe - Premium quality plumbing product for construction projects.
P1224,Garage Door,Doors,EcoConstruct,858.04,sqft,25,883,27,NY,14.41,69.3x19.7x7.9,OR,Renovation;Industrial,,Yes,No,Yes,25,,Professional Required,EcoConstruct Garage Door - Premium quality doors product for construction projects.
P1225,PVC Pipe,Plumbing,IndustryLeader,297.63,ea,1,1118,28,MN,152.7,102.9x34.6x27.9,CA;IL;ME,Commercial;Industrial,ISO 9001;Energy Star,No,No,Yes,2,Class A,Professional Required,IndustryLeader PVC Pipe - Premium quality plumbing product for construction projects.
P1226,Air Handler,HVAC,TrustedBrand,2244.27,box,100,1903,22,PA,40.06,24.3x35.6x8.5,MN;AL;NY,Industrial;Commercial;Residential,,No,No,No,10,,Complex,TrustedBrand Air Handler - Premium quality hvac product for construction projects.
P1227,Vinyl Plank,Flooring,PremiumPro,311.35,bundle,100,3572,5,VA,86.9,134.2x31.4x28.5,TN;AL,Industrial;New Construction,CE Marked,No,No,No,1,Class B,Moderate,PremiumPro Vinyl Plank - Premium quality flooring product for construction projects.
P1228,Hardwood,Flooring,ProBuild,318.46,ft,50,857,11,AL,159.55,115.6x43.6x38.2,UT;AK,Industrial;Renovation,Energy Star,No,Yes,No,2,Class C,Professional Required,ProBuild Hardwood - Premium quality flooring product for construction projects.
P1229,Metal Stud,Steel,BuildCo,64.71,bundle,1,3651,18,ME,143.57,86.7x32.4x13.9,MS,Renovation;Commercial;Infrastructure,,No,No,No,2,Class C,Moderate,BuildCo Metal Stud - Premium quality steel product for construction projects.
P1230,EPDM Rubber,Roofing,PremiumPro,245.54,bundle,1,3635,28,PA,116.02,148.8x14.8x50.6,NV;RI,Industrial;Infrastructure;Commercial,FSC Certified,No,Yes,No,0,,Professional Required,PremiumPro EPDM Rubber - Premium quality roofing product for construction projects.
P1231,Bay Window,Windows,PremiumPro,601.72,ea,10,4141,20,MI,142.98,154.5x8.4x51,,Infrastructure;Industrial;Residential,UL Listed,No,No,Yes,1,Class B,Professional Required,PremiumPro Bay Window - Premium quality windows product for construction projects.
P1232,Garage Door,Doors,QualityMaterials,789.31,ea,25,750,19,OK,1.08,97.2x22.9x46.1,MA;OR;MO,Renovation;Industrial;New Construction,CE Marked;Energy Star,No,No,Yes,5,Class B,Moderate,QualityMaterials Garage Door - Premium quality doors product for construction projects.
P1233,Copper Pipe,Plumbing,ProBuild,278.4,ft,10,972,15,AK,195.87,12.7x33.6x16.4,NJ;MD;SD,Residential;New Construction,UL Listed;Energy Star,No,No,No,5,Class A,Moderate,ProBuild Copper Pipe - Premium quality plumbing product for construction projects.
P1234,Clay Tile,Roofing,TrustedBrand,295.25,ea,1,2635,24,GA,59.84,96.2x50.6x33.4,,Commercial;Industrial;Residential;New Construction,Green Guard;Energy Star,Yes,Yes,No,5,Class C,Complex,TrustedBrand Clay Tile - Premium quality roofing product for construction projects.
P1235,Bay Window,Windows,PremiumPro,1032.63,sqft,10,128,21,WA,74.54,154.5x23.1x6.9,IL;IA;NC;SC,Industrial;Residential;Commercial,ASTM Compliant,No,No,Yes,0,Class B,Complex,PremiumPro Bay Window - Premium quality windows product for construction projects.
P1236,Interior Latex,Paint,IndustryLeader,168.66,ft,10,4523,12,KS,181.96,16.4x46.2x23.5,,Industrial;New Construction,,Yes,No,No,0,Class B,Moderate,IndustryLeader Interior Latex - Premium quality paint product for construction projects.
P1237,Rigid Foam Board,Insulation,ProBuild,174.66,bundle,100,2943,12,MD,180.68,13.8x50.4x38,DE,Renovation;Industrial;Residential;Commercial,,Yes,Yes,Yes,10,Class B,Professional Required,ProBuild Rigid Foam Board - Premium quality insulation product for construction projects.
P1238,Saw,Tools,ConstructMax,131.65,ea,50,1853,17,MT,85.03,124x36.6x8.9,UT,New Construction;Commercial;Residential,UL Listed,No,No,No,5,Class C,Professional Required,ConstructMax Saw - Premium quality tools product for construction projects.
P1239,Ready Mix,Concrete,PremiumPro,61.64,ft,1,3327,19,NV,32.3,73.2x22.7x31.1,MN;MA,New Construction;Commercial;Infrastructure;Industrial,ASTM Compliant,No,Yes,No,5,,Easy,PremiumPro Ready Mix - Premium quality concrete product for construction projects.
P1240,Cabinet Hardware,Fixtures,QualityMaterials,251.92,bundle,25,494,12,LA,68.24,22.5x7.7x40.8,ME;ND;SD,Residential;Commercial;Industrial,,Yes,No,No,5,Class B,Complex,QualityMaterials Cabinet Hardware - Premium quality fixtures product for construction projects.
P1241,Standard Sheet,Drywall,BuildCo,26.54,box,10,3901,9,OH,16.18,102.2x42.7x46.5,AK;NY,Industrial;Renovation;Residential,Green Guard,Yes,No,Yes,5,Class B,Complex,BuildCo Standard Sheet - Premium quality drywall product for construction projects.
P1242,Primer,Paint,TrustedBrand,309.35,ft,25,1379,1,CO,11.68,113.9x33.9x26.1,,Renovation;New Construction;Commercial;Infrastructure,Energy Star,No,Yes,No,2,,Professional Required,TrustedBrand Primer - Premium quality paint product for construction projects.
P1243,Rebar,Steel,ConstructMax,225.32,bundle,25,1928,26,KY,92.85,90.4x26.8x21.4,GA;TX,New Construction;Renovation;Residential,Energy Star,No,No,Yes,25,Class B,Professional Required,ConstructMax Rebar - Premium quality steel product for construction projects.
P1244,Toilet,Fixtures,EcoConstruct,36.64,ea,10,4933,16,MD,178.73,118.9x6x28.7,AL;MA;CT,Residential;Infrastructure,CE Marked,Yes,Yes,Yes,5,Class B,Moderate,EcoConstruct Toilet - Premium quality fixtures product for construction projects.
P1245,TPO Membrane,Roofing,MegaSupply,132.88,ft,1,926,22,OR,131.41,45.1x36.1x43.2,AZ;OK;SC;NH,Commercial;Residential,,Yes,No,No,25,,Moderate,MegaSupply TPO Membrane - Premium quality roofing product for construction projects.
P1246,Carpet Tile,Flooring,EcoConstruct,199.6,ft,1,4739,21,KS,122.56,101.4x16.6x21.3,LA;AL;OK,Industrial,FSC Certified;CE Marked,Yes,No,No,25,Class C,Moderate,EcoConstruct Carpet Tile - Premium quality flooring product for construction projects.
P1247,Mineral Wool,Insulation,IndustryLeader,71.48,box,25,1909,29,CT,59.02,104.6x34.8x22.1,SD,Residential;New Construction,CE Marked;Energy Star,No,No,No,10,Class A,Easy,IndustryLeader Mineral Wool - Premium quality insulation product for construction projects.
P1248,Lock Set,Hardware,BuildCo,269.74,ea,100,3073,12,MO,61.32,129.8x21.5x28.3,NC;VA,New Construction;Residential;Commercial;Infrastructure,CE Marked;UL Listed,No,No,Yes,10,,Professional Required,BuildCo Lock Set - Premium quality hardware product for construction projects.
P1249,Sliding Door,Doors,BuildCo,609.63,ft,25,4459,3,MI,139.44,50.5x45.5x26.5,AL;MN;WA,Industrial;Commercial;Infrastructure;Renovation,,No,No,Yes,2,Class B,Professional Required,BuildCo Sliding Door - Premium quality doors product for construction projects.
P1250,Picture Window,Windows,QualityMaterials,1050.75,ea,1,3700,1,ID,2.66,27.1x34.9x44.7,,Infrastructure;Residential;Industrial,ISO 9001,No,No,No,2,Class B,Complex,QualityMaterials Picture Window - Premium quality windows product for construction projects.
P1251,Level,Tools,ProBuild,289.93,ea,50,1446,6,RI,141.41,12.3x16.8x28.3,AK,Residential;Infrastructure,,No,Yes,Yes,25,Class B,Easy,ProBuild Level - Premium quality tools product for construction projects.
P1252,Sliding Door,Doors,TrustedBrand,704.16,ft,10,3147,3,AK,18.1,148.9x41.8x24.8,MA,Residential;Renovation;Industrial,UL Listed;ASTM Compliant,No,Yes,No,2,Class A,Moderate,TrustedBrand Sliding Door - Premium quality doors product for construction projects.
P1253,Bay Window,Windows,ValueBuilders,252.92,box,25,3695,13,WY,70.91,59.8x34.5x46.4,LA;CA,Industrial;Renovation;Residential;Commercial,FSC Certified,No,Yes,No,1,,Easy,ValueBuilders Bay Window - Premium quality windows product for construction projects.
P1254,Junction Box,Electrical,PremiumPro,129.93,sqft,1,471,17,OK,60.14,139.2x35.9x43.9,WA;MA;NM,Commercial;Renovation;New Construction,,No,Yes,No,25,Class A,Professional Required,PremiumPro Junction Box - Premium quality electrical product for construction projects.
P1255,Conduit,Electrical,EcoConstruct,136.67,ft,10,5003,23,NJ,187.27,109x10.6x47,NC;LA;OK,Commercial;Infrastructure;New Construction;Industrial,,No,Yes,No,25,Class A,Professional Required,EcoConstruct Conduit - Premium quality electrical product for construction projects.
P1256,Bathtub,Fixtures,ValueBuilders,265.79,bundle,10,3140,26,MT,2.33,141.2x9.1x39.9,TX;NY;OK,Renovation;Infrastructure,,No,No,Yes,0,Class B,Easy,ValueBuilders Bathtub - Premium quality fixtures product for construction projects.
P1257,TPO Membrane,Roofing,ValueBuilders,41.53,ea,1,236,9,ID,102.9,13x20.7x45.2,TX;PA;AR;MI,Infrastructure;New Construction;Commercial;Industrial;Residential,,No,No,No,5,Class B,Moderate,ValueBuilders TPO Membrane - Premium quality roofing product for construction projects.
P1258,Thermostat,HVAC,BuildCo,3345.99,ea,100,3387,10,MO,134.02,20.3x40.8x31,,Commercial;Residential;Industrial;New Construction,CE Marked,No,Yes,Yes,10,Class A,Easy,BuildCo Thermostat - Premium quality hvac product for construction projects.
P1259,Nails,Hardware,ValueBuilders,155.04,sqft,10,3101,21,CO,38.74,16.8x33.7x9.4,,Residential;Commercial;Renovation;New Construction,,No,No,No,5,Class A,Complex,ValueBuilders Nails - Premium quality hardware product for construction projects.
P1260,Thermostat,HVAC,BuildCo,1773.89,ft,1,2284,25,UT,172.42,30.3x31x42.6,,New Construction;Infrastructure;Industrial,FSC Certified;Green Guard,No,No,Yes,2,,Complex,BuildCo Thermostat - Premium quality hvac product for construction projects.
P1261,Corner Bead,Drywall,IndustryLeader,100.54,sqft,25,5048,5,MA,21.22,111.9x39.3x43.8,AZ;NJ;WI;HI,Commercial;Residential;New Construction;Industrial,,No,No,No,5,Class A,Easy,IndustryLeader Corner Bead - Premium quality drywall product for construction projects.
P1262,Clay Tile,Roofing,IndustryLeader,80.08,ft,10,3557,6,NE,114.17,98.9x31.4x4.1,WY;TN,Industrial;New Construction;Infrastructure,ASTM Compliant,No,No,Yes,25,,Professional Required,IndustryLeader Clay Tile - Premium quality roofing product for construction projects.
P1263,Entry Door,Doors,BuildCo,925.34,bundle,50,4681,1,NC,23.62,34.1x31.4x39.8,,Industrial;Infrastructure,LEED Certified,Yes,No,No,10,Class C,Complex,BuildCo Entry Door - Premium quality doors product for construction projects.
P1264,Bolts,Hardware,BuildCo,105.56,ea,100,1087,22,AR,61.34,122.6x4.7x40.4,NY,Infrastructure;New Construction;Renovation;Residential,Green Guard,Yes,No,Yes,2,Class C,Moderate,BuildCo Bolts - Premium quality hardware product for construction projects.
P1265,Cement Bag,Concrete,IndustryLeader,95.57,ea,1,4604,4,NY,77.2,12.9x23.8x45.2,VA;ID;WV,Renovation;Industrial;Residential;New Construction,UL Listed,No,Yes,Yes,10,Class A,Professional Required,IndustryLeader Cement Bag - Premium quality concrete product for construction projects.
P1266,Drain Fitting,Plumbing,QualityMaterials,176.21,bundle,25,4325,22,HI,37.59,21.5x9.4x7.5,,Industrial;Renovation;Infrastructure,ISO 9001,Yes,Yes,No,1,Class B,Professional Required,QualityMaterials Drain Fitting - Premium quality plumbing product for construction projects.
P1267,Metal Roofing,Roofing,TrustedBrand,301.92,bundle,25,1537,21,MS,82.6,68.7x41.7x17.9,IA;SC;MA,Commercial;New Construction,,Yes,No,Yes,25,Class A,Moderate,TrustedBrand Metal Roofing - Premium quality roofing product for construction projects.
P1268,Precast Panel,Concrete,ValueBuilders,89.18,ft,1,3886,12,MA,78.92,113x46.4x31.7,OK;MT;VA;MS,Infrastructure;Renovation,ISO 9001;UL Listed,No,No,Yes,25,Class A,Professional Required,ValueBuilders Precast Panel - Premium quality concrete product for construction projects.
P1269,Screws,Hardware,PremiumPro,310.41,sqft,1,2396,25,MT,38.83,147.5x34.4x39,TX,Residential;Industrial;Commercial;New Construction,,Yes,No,No,25,Class A,Moderate,PremiumPro Screws - Premium quality hardware product for construction projects.
P1270,Fiberglass Batt,Insulation,BuildCo,98.46,sqft,10,2985,1,AR,114.89,120.9x49.6x30.3,FL,Infrastructure;New Construction,Green Guard,Yes,Yes,Yes,25,Class C,Professional Required,BuildCo Fiberglass Batt - Premium quality insulation product for construction projects.
P1271,Spray Foam,Insulation,BuildCo,198.13,ft,1,2638,25,NM,44.4,139.2x25x13.5,,Residential;New Construction;Industrial,ISO 9001;UL Listed,No,No,Yes,0,Class C,Complex,BuildCo Spray Foam - Premium quality insulation product for construction projects.
P1272,Sink,Fixtures,TrustedBrand,203.64,bundle,50,3224,13,DE,136.62,155.7x16.8x29.6,AR;VT;MT;MD,Infrastructure;Industrial;Renovation;New Construction,LEED Certified,No,No,No,10,Class A,Easy,TrustedBrand Sink - Premium quality fixtures product for construction projects.
P1273,Ductwork,HVAC,TrustedBrand,3397.35,box,50,3260,24,CT,5.31,61.1x50x15,NC,Commercial;New Construction;Industrial;Renovation;Infrastructure,ASTM Compliant,No,No,Yes,0,,Professional Required,TrustedBrand Ductwork - Premium quality hvac product for construction projects.
P1274,Moisture Resistant,Drywall,ValueBuilders,119.73,bundle,10,1208,9,SC,128.79,107.5x4.2x39.1,AR,Renovation;Infrastructure;Residential;Industrial,FSC Certified,No,No,Yes,25,,Moderate,ValueBuilders Moisture Resistant - Premium quality drywall product for construction projects.
P1275,Ready Mix,Concrete,IndustryLeader,74.8,ea,100,3728,26,ME,156.09,132.8x37.8x15.5,,New Construction;Commercial;Industrial,,Yes,No,No,0,Class A,Professional Required,IndustryLeader Ready Mix - Premium quality concrete product for construction projects.
P1276,Toilet,Fixtures,TrustedBrand,70.35,box,100,746,14,NV,184.71,59.3x47x44.9,NE;WA;TX,Residential;Commercial;New Construction,UL Listed,No,No,No,1,Class C,Moderate,TrustedBrand Toilet - Premium quality fixtures product for construction projects.
P1277,Fiberglass Batt,Insulation,QualityMaterials,46.78,ft,25,717,18,AR,117,29.1x51.5x17.5,DE;SC;SD;WI,New Construction;Commercial;Industrial,UL Listed,No,No,Yes,5,,Professional Required,QualityMaterials Fiberglass Batt - Premium quality insulation product for construction projects.
P1278,Plywood,Lumber,ValueBuilders,40.34,ft,100,2529,30,AL,45.21,81.3x25.3x5.9,NE;PA;IL,Residential;Infrastructure,,Yes,No,Yes,1,Class B,Professional Required,ValueBuilders Plywood - Premium quality lumber product for construction projects.
P1279,Casement,Windows,PremiumPro,675.32,box,10,1019,4,MI,122.26,75.1x11.3x4.6,SC,Residential;New Construction,FSC Certified,No,No,No,0,Class A,Moderate,PremiumPro Casement - Premium quality windows product for construction projects.
P1280,Cedar Decking,Lumber,ConstructMax,24.3,box,1,4640,16,TX,187.02,141.5x32.8x50.6,,Industrial,Green Guard;ISO 9001,No,Yes,No,1,Class C,Easy,ConstructMax Cedar Decking - Premium quality lumber product for construction projects.
P1281,Cement Bag,Concrete,EcoConstruct,15.36,ea,25,2820,28,NH,45.85,105.1x18.8x48.3,IA;WV,Renovation;Infrastructure,LEED Certified,Yes,No,No,1,Class B,Easy,EcoConstruct Cement Bag - Premium quality concrete product for construction projects.
P1282,Heat Pump,HVAC,MegaSupply,3279.71,sqft,25,2935,21,UT,183.98,134.5x11.2x38.2,ME;KY,Commercial;Renovation;Residential,,No,No,No,25,Class C,Complex,MegaSupply Heat Pump - Premium quality hvac product for construction projects.
P1283,Light Fixture,Electrical,BuildCo,78.04,bundle,100,1921,16,OK,81.16,63.3x5.7x31.6,CT;OK,Renovation;New Construction;Infrastructure,LEED Certified,No,Yes,No,5,,Moderate,BuildCo Light Fixture - Premium quality electrical product for construction projects.
P1284,Measuring Tape,Tools,QualityMaterials,232.8,box,10,1169,28,ME,8.7,46.8x50.4x34.1,MO;ME;NJ,Infrastructure;Commercial,,No,Yes,No,0,Class A,Moderate,QualityMaterials Measuring Tape - Premium quality tools product for construction projects.
P1285,Rebar,Concrete,BuildCo,41.09,box,50,238,2,MD,54.92,154.9x44.5x48.1,WY;NC,Industrial;Commercial;New Construction;Renovation,FSC Certified;LEED Certified,Yes,No,Yes,0,Class B,Professional Required,BuildCo Rebar - Premium quality concrete product for construction projects.
P1286,Cement Bag,Concrete,TrustedBrand,91.71,sqft,25,1517,13,IA,104.48,59x50.5x38.6,,Infrastructure;Renovation;Residential;Commercial;New Construction,Energy Star;LEED Certified,No,No,No,25,Class B,Complex,TrustedBrand Cement Bag - Premium quality concrete product for construction projects.
P1287,Ready Mix,Concrete,MegaSupply,70.83,box,10,3502,2,NM,104.8,143.9x5.1x12.2,MN;AK,Commercial;Renovation;Infrastructure,CE Marked;Energy Star,No,No,Yes,1,Class B,Easy,MegaSupply Ready Mix - Premium quality concrete product for construction projects.
